Bucket_Owner,Bucket,Time,Remote_IP,Requester,Request_ID,Operation,Key,Request_URI,HTTP_status,Error_Code,Bytes_Sent,Object_Size,Total_Time,Turn_Around_Time,Referrer,User_Agent,Version_Id,Date
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:58:04,10.222.91.152,3272ee65a908a7677109fedda345db8d9554ba26398b2ca10581de88777e2b61,4FB614923D9A2796,REST.PUT.OBJECT,logs/2015-06-12-04-58-04-BABEBC5CC6321086,PUT /drat/logs/2015-06-12-04-58-04-BABEBC5CC6321086 HTTP/1.1,200,,,626,26,7,,aws-internal/3,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:00:34,10.220.7.37,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,EFDA2885FC9FCAE3,REST.GET.VERSIONING,,GET /drat?versioning HTTP/1.1,200,,113,,15,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:52:44,10.240.35.42,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,8CBD1D40F69EB09B,REST.PUT.BUCKETPOLICY,,PUT /drat?policy HTTP/1.1,400,MalformedPolicy,283,,17,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:57:19,10.240.35.42,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,694E2002A595E5B0,REST.GET.LIFECYCLE,,GET /drat?lifecycle HTTP/1.1,404,NoSuchLifecycleConfiguration,305,,13,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:00:45,10.220.7.37,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,012E5218F09F43F8,REST.GET.CORS,,GET /drat?cors HTTP/1.1,404,NoSuchCORSConfiguration,295,,2,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:00:45,10.220.7.37,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,AE20BEA1D0A6680F,REST.GET.TAGGING,,GET /drat?tagging HTTP/1.1,404,NoSuchTagSet,272,,62,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:00:45,10.220.7.37,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,DF29E7677C46E7D0,REST.GET.LIFECYCLE,,GET /drat?lifecycle HTTP/1.1,404,NoSuchLifecycleConfiguration,305,,13,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:00:45,10.220.7.37,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,F58EB8870EE89D03,REST.GET.REQUEST_PAYMENT,,GET /drat?requestPayment HTTP/1.1,200,,172,,3,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:54:21,10.240.35.42,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,FEFAB307E4A44E0D,REST.GET.VERSIONING,,GET /drat?versioning HTTP/1.1,200,,113,,13,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:54:23,10.240.35.42,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,0FB6261CB2854E92,REST.GET.BUCKETPOLICY,,GET /drat?policy HTTP/1.1,404,NoSuchBucketPolicy,285,,13,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 04:54:23,10.240.35.42,8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,80F4EF05EF68875F,REST.GET.TAGGING,,GET /drat?tagging HTTP/1.1,404,NoSuchTagSet,272,,51,,,S3Console/0.4,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:27:04,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,57DC77B6CB0A9C67,REST.PUT.OBJECT,file,PUT /file HTTP/1.1,200,,,5,114,10,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:32:28,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,379CA4D343F267F2,REST.HEAD.OBJECT,logs/2015-06-12-04-30-14-97FC885702085135,HEAD /logs/2015-06-12-04-30-14-97FC885702085135 HTTP/1.1,200,,,1488,21,,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:32:29,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,BE8E5E896A11B971,REST.GET.OBJECT,logs/2015-06-12-04-30-14-97FC885702085135,GET /logs/2015-06-12-04-30-14-97FC885702085135 HTTP/1.1,200,,1488,1488,19,19,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:30:57,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,9D56978AFC1F007E,REST.HEAD.OBJECT,logs,HEAD /logs HTTP/1.1,404,NoSuchKey,275,,22,,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:32:00,72.21.217.129,3272ee65a908a7677109fedda345db8d9554ba26398b2ca10581de88777e2b61,51E74D02CF1647F7,REST.PUT.OBJECT,logs/2015-06-12-05-31-59-5A01F12D442AAFCD,PUT /drat/logs/2015-06-12-05-31-59-5A01F12D442AAFCD HTTP/1.1,200,,,283,93,8,,aws-internal/3,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:39:57,208.54.5.245,,3FC1424E844967A6,WEBSITE.GET.OBJECT,,GET / HTTP/1.1,200,,429,429,22,21,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:40:32,208.54.5.245,,FA42BB646AF6A130,WEBSITE.GET.OBJECT,logs,GET /logs HTTP/1.1,404,NoSuchKey,532,,11,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:59:30,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,1ABA30946A51E0E5,REST.GET.OBJECT,logs/2015-06-12-04-33-12-6BD4BA98C70BB85B,GET /logs/2015-06-12-04-33-12-6BD4BA98C70BB85B HTTP/1.1,200,,288,288,48,48,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:59:30,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,2BE0F5EF3A381E6D,REST.GET.OBJECT,logs/2015-06-12-05-50-18-D30769870A1D2E35,GET /logs/2015-06-12-05-50-18-D30769870A1D2E35 HTTP/1.1,200,,312,312,11,11,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:59:30,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,5A1B2DB71FFA356F,REST.GET.OBJECT,logs/2015-06-12-04-59-49-421DBC3A98AFEA6F,GET /logs/2015-06-12-04-59-49-421DBC3A98AFEA6F HTTP/1.1,200,,1151,1151,31,31,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
8aefdcbf18ef13fe9f82be73697a945f423e4299c995e9e96bb619975db40bd6,drat,2015-06-12 05:59:30,208.54.5.245,arn:aws:iam::755983557176:user/ropensci,9F71C7DF785B311B,REST.GET.OBJECT,logs/2015-06-12-05-47-52-331839935EF14AA0,GET /logs/2015-06-12-05-47-52-331839935EF14AA0 HTTP/1.1,200,,585,585,25,25,,aws-cli/1.7.0 Python/3.4.3 Linux/3.19.0-20-generic,,06-12-2015
